date,prediction,ci_lower,ci_upper,actual
2024-03-28,23535.479509097393,0.0,55080.21617972098,
2024-03-29,23147.161874436708,0.0,57259.71911918661,
2024-03-30,23061.12804417048,0.0,55395.576473427434,
2024-03-31,23236.749730705666,0.0,55883.0722584252,
2024-04-01,23124.768251945963,0.0,55263.710359541124,
2024-04-02,22997.461641096666,0.0,55533.02674771814,
2024-04-03,22859.05036722924,0.0,55325.49178346785,
2024-04-04,22713.898560871516,0.0,54212.54396353152,
2024-04-05,22228.223844706295,0.0,54738.00419352645,
2024-04-06,22074.077890552813,0.0,54282.046976161684,
2024-04-07,22211.736556105243,0.0,53799.31077994396,
2024-04-08,22092.04648185204,0.0,55562.50560139874,
2024-04-09,21986.603126071263,0.0,54360.89654690014,
2024-04-10,21898.188042425354,0.0,56000.36079508848,
2024-04-11,21829.021302873196,0.0,56103.25898885619,
2024-04-12,21442.540621027252,0.0,53325.9691653492,
2024-04-13,21407.467246255328,0.0,55239.415094554344,
2024-04-14,21680.29498752992,0.0,55815.899248410686,
2024-04-15,21707.74638411533,0.0,54778.20129268068,
2024-04-16,21757.067854274374,0.0,53784.8353407387,
2024-04-17,21826.588289537845,0.0,53918.4234887654,
2024-04-18,21914.093568306474,0.0,52877.2756749943,
2024-04-19,21678.725123332595,0.0,52752.710264074245,
2024-04-20,21785.159320685434,0.0,57030.06243588513,
2024-04-21,22186.200900125066,0.0,53960.7045296565,
2024-04-22,22325.331677471087,0.0,54269.74267087731,
2024-04-23,22467.083896241307,0.0,54558.03223131946,
2024-04-24,22607.660692989786,0.0,55216.842015537295,
2024-04-25,22743.354642622562,0.0,53613.55145035402,
2024-04-26,22532.47154629524,0.0,56234.994957513656,
2024-04-27,22639.515806659776,0.0,55461.92182550564,
2024-04-28,23017.77079361831,0.0,56330.96812999397,
2024-04-29,23111.816110739004,0.0,52759.09513083344,
2024-04-30,23187.852389030006,0.0,55287.14183896183,
2024-05-01,23244.257800125783,0.0,55365.29168514629,
2024-05-02,23279.92941487599,0.0,56770.63167069453,
2024-05-03,22956.119093255962,0.0,54808.40392737168,
2024-05-04,22940.52305872551,0.0,57404.561963858134,
2024-05-05,23189.76156667541,0.0,56272.46867426574,
2024-05-06,23151.79369004852,0.0,57093.95936003233,
2024-05-07,23096.140973765916,0.0,58398.3554752161,
2024-05-08,23024.347192894194,0.0,58304.47096397593,
2024-05-09,22938.23021073727,0.0,58215.30365113693,
2024-05-10,22501.63823514327,0.0,53471.41294312597,
2024-05-11,22384.47190434358,0.0,52074.301153855886,
2024-05-12,22545.11049001992,0.0,56735.2938114387,
2024-05-13,22432.78866531104,0.0,53894.16175515601,
2024-05-14,22317.798521298584,0.0,54697.423916083906,
2024-05-15,22201.944482149018,0.0,55129.864554359105,
2024-05-16,22086.807005277304,0.0,55989.02215678474,
2024-05-17,21635.526737879074,0.0,52225.866234600806,
2024-05-18,21516.86944021525,0.0,54471.552074457875,
2024-05-19,21687.708386906397,0.0,54799.495575137895,
2024-05-20,21595.46871365777,0.0,54240.341259597095,
2024-05-21,21508.406072780595,0.0,52611.54961529982,
2024-05-22,21426.14466132226,0.0,55197.64674819623,
2024-05-23,21348.02773723321,0.0,54236.20926246371,
2024-05-24,20934.989425998265,0.0,53011.131675678145,
2024-05-25,20853.70525058312,0.0,52412.839980429395,
2024-05-26,21059.155298727357,0.0,53009.04221178231,
2024-05-27,20997.141864380792,0.0,52199.868550982166,
2024-05-28,20934.63154328429,0.0,52481.06353959136,
2024-05-29,20870.344783299115,0.0,53864.24156059649,
2024-05-30,20803.144324418052,0.0,54178.78416257984,
2024-05-31,20393.93008414736,0.0,52826.26571770112,
2024-06-01,20309.797145303666,0.0,54994.355684671194,
2024-06-02,20506.590478317543,0.0,55118.420360099626,
2024-06-03,20431.398454470593,0.0,53291.33370963715,
2024-06-04,20352.855843550562,0.0,53240.71670448333,
2024-06-05,20271.680481252257,0.0,52775.10768068568,
2024-06-06,20188.996660188568,0.0,54340.53246189042,
2024-06-07,19768.154803061174,0.0,51419.28231155689,
2024-06-08,19678.806400250316,0.0,52817.610573057646,
2024-06-09,19879.3704198568,0.0,52362.62807048666,
2024-06-10,19819.435994508563,0.0,53973.335769091245,
2024-06-11,19769.974914082613,0.0,52018.701559114015,
2024-06-12,19733.790946680532,0.0,52415.01981660378,
2024-06-13,19713.761793499656,0.0,50791.12838544024,
2024-06-14,19374.585819145876,0.0,49972.532524240836,
2024-06-15,19386.794875052063,0.0,51114.88872372162,
2024-06-16,19709.171441284932,0.0,52086.93224075248,
2024-06-17,19791.11652865594,0.0,51686.10924504886,
2024-06-18,19902.843078724985,0.0,52637.0428912338,
2024-06-19,20045.82262661736,0.0,51248.16926788564,
2024-06-20,20221.04128647266,0.0,55961.612235810666,
2024-06-21,20090.77695893378,0.0,52087.694694511985,
2024-06-22,20322.658347025976,0.0,53069.384434734726,
2024-06-23,20872.142806907603,0.0,53869.84609300805,
2024-06-24,21184.957844895747,0.0,53631.56391970211,
2024-06-25,21527.378984681527,0.0,52243.10782726047,
2024-06-26,21896.7694328423,0.0,56536.684796069705,
2024-06-27,22289.935011959416,0.0,54637.38291844791,
2024-06-28,22365.00349348579,0.0,55581.58879396034,
2024-06-29,22785.586054771687,0.0,55469.63390289653,
2024-06-30,23503.355014640834,0.0,57630.13382486638,
2024-07-01,23960.57986141826,0.0,57923.43414209932,
2024-07-02,24420.49165664,0.0,57788.976326194,
2024-07-03,24877.898835861266,0.0,57427.02129478139,
2024-07-04,25327.605773318344,0.0,58010.107825840576,
2024-07-05,25426.341504739823,0.0,59627.771592973564,
2024-07-06,25836.95500927395,0.0,55911.160319309696,
2024-07-07,26511.01033286372,0.0,60200.75464991377,
2024-07-08,26891.32316977067,0.0,57671.73832397426,
2024-07-09,27242.30907229697,0.0,58452.61663358388,
2024-07-10,27560.566875608947,0.0,61671.81188402963,
2024-07-11,27843.249729107443,0.0,56860.04472077607,
2024-07-12,27749.932579354943,0.0,60245.06970207524,
2024-07-13,27946.73433653823,0.0,62163.7383586226,
2024-07-14,28388.830161426733,0.0,60416.7601156973,
2024-07-15,28522.897901620592,0.0,63321.822205225886,
2024-07-16,28617.371443324315,0.0,61575.46176675763,
2024-07-17,28672.927267482228,0.0,60092.34121053563,
2024-07-18,28690.759328252276,0.0,60724.14994313261,
2024-07-19,28334.35376890341,0.0,59283.15239055956,
2024-07-20,28273.52424174,0.0,62958.14418054058,
2024-07-21,28466.845594019305,0.0,59250.863429462326,
2024-07-22,28364.03199677114,0.0,59498.48946109026,
2024-07-23,28236.133995554625,0.0,62947.07939933415,
2024-07-24,28085.982101760517,0.0,58137.2485755617,
2024-07-25,27916.43295352866,0.0,63622.1943976969,
2024-07-26,27392.130031111436,0.0,61056.60245668738,
2024-07-27,27183.539712685124,0.0,63054.00955494297,
2024-07-28,27249.400006737167,0.0,58946.27142337864,
2024-07-29,27039.127185110247,0.0,60879.626809121124,
2024-07-30,26823.053547753738,0.0,60671.63769844471,
2024-07-31,26602.922337930122,0.0,57465.32260221795,
2024-08-01,26380.193939287612,0.0,60658.98723148646,
2024-08-02,25817.87320690727,0.0,56657.35331258509,
2024-08-03,25584.616420172886,0.0,55693.60324887952,
2024-08-04,25637.252804162425,0.0,57638.86893203122,
2024-08-05,25423.263439330112,0.0,58691.806694904866,
2024-08-06,25211.08844773094,0.0,58843.52812246878,
2024-08-07,25000.6862669627,0.0,58344.20959284539,
2024-08-08,24791.897139889737,0.0,58555.98243343466,
2024-08-09,24246.318935171737,0.0,58118.54996446468,
2024-08-10,24031.452368753555,0.0,58587.11213512571,
2024-08-11,24103.24951732423,0.0,56228.108654580865,
2024-08-12,23908.607780730126,0.0,57065.21567162675,
2024-08-13,23715.67992966454,0.0,57131.85283814405,
2024-08-14,23524.424213707036,0.0,58487.58530171882,
2024-08-15,23334.94722873563,0.0,56173.461459249345,
2024-08-16,22809.34861520715,0.0,56631.891450507515,
2024-08-17,22615.825965463817,0.0,56232.690932293895,
2024-08-18,22711.175445104243,0.0,55935.988425631964,
2024-08-19,22543.232150660624,0.0,55713.53906325947,
2024-08-20,22381.122893072745,0.0,55421.213458663944,
2024-08-21,22225.75755409984,0.0,56679.36641421701,
2024-08-22,22078.113932710155,0.0,55299.754912341545,
2024-08-23,21601.02734256344,0.0,52663.789095984655,
2024-08-24,21463.24542649193,0.0,55634.974334463,
2024-08-25,21621.88560868087,0.0,53397.812327683074,
2024-08-26,21524.840885833422,0.0,56342.50499798162,
2024-08-27,21441.008032034984,0.0,52493.33957417647,
2024-08-28,21370.76540834291,0.0,54541.14277116106,
2024-08-29,21314.25596018483,0.0,54324.1904344994,
2024-08-30,20933.186927389786,0.0,55175.13632337066,
2024-08-31,20894.906582936637,0.0,52055.60380213453,
2024-09-01,21154.894859848708,0.0,55206.944429435884,
2024-09-02,21159.212610486924,0.0,52458.35632064279,
2024-09-03,21174.78224862756,0.0,55481.93941534101,
2024-09-04,21199.92531471927,0.0,53501.73329920513,
2024-09-05,21232.7106219486,0.0,53173.297396180824,
2024-09-06,20932.82236899873,0.0,54641.378170254786,
2024-09-07,20965.706251274456,0.0,51273.64830782734,
2024-09-08,21285.1280745653,0.0,54403.39062315334,
2024-09-09,21335.687265185923,0.0,53286.05092000993,
2024-09-10,21383.155759619258,0.0,53492.9500757113,
2024-09-11,21425.065704821136,0.0,54895.24357231052,
2024-09-12,21459.097746824566,0.0,53856.58311195538,
2024-09-13,21144.977707173868,0.0,53194.201239671514,
2024-09-14,21148.638442186126,0.0,51412.21398013526,
2024-09-15,21424.780546558184,0.0,51236.56845063527,
2024-09-16,21419.37388055012,0.0,54285.15053659466,
2024-09-17,21399.970436198295,0.0,55743.372511225396,
2024-09-18,21366.25245897875,0.0,55858.7784005717,
2024-09-19,21318.368532106742,0.0,55301.48094573319,
2024-09-20,20918.76677379938,0.0,54196.57969314011,
2024-09-21,20836.283677961786,0.0,54925.91637011827,
2024-09-22,21028.624330742856,0.0,53713.2204600671,
2024-09-23,20944.77832803221,0.0,53020.377081883234,
2024-09-24,20855.244460102957,0.0,54678.89834444892,
2024-09-25,20762.490758180717,0.0,52853.754867907526,
2024-09-26,20669.20533360615,0.0,54989.36058763901,
2024-09-27,20240.04984365693,0.0,54910.7740541736,
2024-09-28,20145.676673507372,0.0,51967.94432838934,
2024-09-29,20345.147919164723,0.0,56387.38076867745,
2024-09-30,20288.302565198657,0.0,54703.44118430627,
2024-10-01,20245.946639906695,0.0,55575.738239931714,
2024-10-02,20220.29424755823,0.0,53250.34304728491,
2024-10-03,20213.21575506829,0.0,52088.83984853121,
2024-10-04,19888.005322015604,0.0,51826.76772673072,
2024-10-05,19913.428708219937,0.0,54029.2677737338,
2024-10-06,20246.188775220005,0.0,53081.98558284477,
2024-10-07,20333.35390667859,0.0,52639.87512178035,
2024-10-08,20442.62248987538,0.0,56166.247450142095,
2024-10-09,20572.849289361002,0.0,52720.57745086226,
2024-10-10,20722.387550741812,0.0,54402.97767648607,
2024-10-11,20550.956283285617,0.0,53367.49234821324,
2024-10-12,20723.79069427726,0.0,55948.81382874866,
2024-10-13,21194.210097274932,0.0,51122.71311121385,
2024-10-14,21406.14538556873,0.0,52886.10609312825,
2024-10-15,21624.496135651367,0.0,55740.54885510399,
2024-10-16,21845.74024677276,0.0,55539.05296867091,
2024-10-17,22066.347274119446,0.0,55168.14287916658,
2024-10-18,21944.70255513012,0.0,52737.29425802874,
2024-10-19,22145.29816138796,0.0,52094.89713788229,
2024-10-20,22621.323532876853,0.0,52654.959542402255,
2024-10-21,22817.196948413955,0.0,57047.67491698186,
2024-10-22,22998.90752508563,0.0,60368.27047720241,
2024-10-23,23164.59086702321,0.0,55310.73011999255,
2024-10-24,23312.890325150875,0.0,56714.97565924644,
2024-10-25,23104.81234649547,0.0,54404.88304956714,
2024-10-26,23207.833867499445,0.0,57309.97295619168,
2024-10-27,23578.397023572503,0.0,55421.026931095585,
2024-10-28,23664.33517248792,0.0,56641.571338298505,
2024-10-29,23735.10311728595,0.0,54525.03906900475,
2024-10-30,23792.238099690494,0.0,57753.80585528117,
2024-10-31,23837.607133595735,0.0,57976.50240624242,
2024-11-01,23535.152815145375,0.0,58226.90482742693,
2024-11-02,23554.899161322,0.0,56215.91943820731,
2024-11-03,23855.356175288412,0.0,57548.85131047032,
2024-11-04,23885.87028319447,0.0,55512.265281823515,
2024-11-05,23916.796294701322,0.0,55890.42091437528,
2024-11-06,23949.91975263841,0.0,54895.9358931891,
2024-11-07,23986.686983892927,0.0,57387.540596524195,
2024-11-08,23689.956114186167,0.0,56365.39854284275,
2024-11-09,23728.03106077951,0.0,55107.61277756812,
2024-11-10,24057.116970681294,0.0,55442.283301086856,
2024-11-11,24123.743316622877,0.0,54862.766630012986,
2024-11-12,24195.028680598734,0.0,55177.09174342749,
2024-11-13,24269.21380990381,0.0,57907.13850859038,
2024-11-14,24344.017371468948,0.0,56246.006999936384,
2024-11-15,24078.524245811222,0.0,56994.131956592806,
2024-11-16,24137.364506155143,0.0,56761.122152486685,
2024-11-17,24473.317337363795,0.0,58637.83786875878,
2024-11-18,24529.881664196153,0.0,56956.54893654801,
2024-11-19,24571.682969876485,0.0,57001.72849395102,
2024-11-20,24595.13836421894,0.0,56496.41009159374,
2024-11-21,24596.92995576443,0.0,58533.35008102795,
2024-11-22,24235.992281668467,0.0,55444.15911415277,
2024-11-23,24177.768260975143,0.0,57846.286585698705,
2024-11-24,24376.86476857944,0.0,57447.4986125037,
2024-11-25,24279.64706687359,0.0,56399.904119929815,
2024-11-26,24154.639755214062,0.0,57036.47650118579,
2024-11-27,24003.155255581005,0.0,57419.540317833,
2024-11-28,23827.699676039236,0.0,57273.042442238926,
2024-11-29,23293.862446570485,0.0,56375.9003588078,
2024-11-30,23074.445689979977,0.0,56136.67944414816,
2024-12-01,23131.966757241804,0.0,56521.3319231058,
2024-12-02,22921.07628680982,0.0,55910.109237704724,
2024-12-03,22718.763293739677,0.0,56604.916895477734,
2024-12-04,22534.77278781866,0.0,53700.598266947905,
2024-12-05,22379.790771053147,0.0,57014.10267445397,
2024-12-06,21927.108422515044,0.0,56308.59077330699,
2024-12-07,21856.527115019002,0.0,53781.09121018057,
2024-12-08,22136.643497189023,0.0,54823.48288337382,
2024-12-09,22227.062775725695,0.0,57308.881503201424,
2024-12-10,22408.417296902247,0.0,55134.83930742994,
2024-12-11,22692.62118712548,0.0,54669.26302886998,
2024-12-12,23090.92068718653,0.0,56893.01126172264,
2024-12-13,23275.45616285213,0.0,56500.06038621774,
2024-12-14,23923.10088244684,0.0,57514.800304833996,
2024-12-15,24997.71841155856,0.0,58686.50596075025,
2024-12-16,25952.388465926815,0.0,59091.226208110675,
2024-12-17,27059.47905997956,0.0,60855.221860221754,
2024-12-18,28320.99544846106,0.0,60256.434368713366,
2024-12-19,29736.76422542669,0.0,60492.3564120926,
2024-12-20,30966.1663041368,0.0,63964.79896945249,
2024-12-21,32672.18066546094,1741.5599124998187,66775.91265755598,
2024-12-22,34803.87664810038,2202.420520312141,69754.47702717801,
2024-12-23,36798.89976410708,3958.159750095612,66732.33276436508,
2024-12-24,38913.82335291296,5207.10842952618,72449.68649283792,
2024-12-25,41134.7905126581,8528.386248905192,73592.75842575752,
2024-12-26,43445.998226719,12219.767332379259,75819.10399485499,
2024-12-27,45491.73073240853,11267.430018515195,78660.32274391466,
2024-12-28,47920.69727730678,14283.155945931523,83269.36476657544,
2024-12-29,50668.80539548132,18168.743221920435,84551.61084047299,
2024-12-30,53161.90831203993,19131.690205141196,86043.26469964017,
2024-12-31,55646.39283879704,24840.88393464945,91949.67757317236,
