date,forecast_train_2022,ci_lower_2022,ci_upper_2022,forecast_train_2024,ci_lower_2024,ci_upper_2024
2025-09-17,38735.402411656025,29254.37572417651,47694.073579162534,253.7623371344536,0.0,8709.84264212894
2025-09-18,38812.939803992645,29669.57210902841,47878.95333656461,306.5583798760702,0.0,8735.742044814957
2025-09-19,38887.17553749939,30233.929336844383,48165.50330224841,358.69058614140334,0.0,8481.874800977737
2025-09-20,38959.057424833365,29860.356715900485,47929.36534606179,410.364907693092,0.0,8192.991146390677
2025-09-21,39108.141916141634,29825.963610358947,47808.99253332778,461.5717395707007,0.0,8720.151722502367
2025-09-22,39180.10201597021,29777.283564766116,48077.075507696885,512.8728150799143,0.0,9122.840819575677
2025-09-23,39249.66571996118,30554.563544285927,48673.82229866696,563.8993564775128,0.0,8732.462975530021
2025-09-24,39269.193520311834,29936.96288686293,48520.88464121262,595.0676615948621,0.0,9264.242527138716
2025-09-25,39337.10198172119,30926.196914486394,47781.93388185978,647.1232229031534,0.0,9597.390094226846
2025-09-26,39402.023637986735,30178.804293798643,47685.31133344823,698.5140215370749,0.0,8444.416868740886
2025-09-27,39465.235462166274,30080.8392257754,48654.28201448074,749.4515000395425,0.0,9158.617923045316
2025-09-28,39606.600347698215,30618.97540069417,49271.25745372755,799.9300346240403,0.0,8994.231447536187
2025-09-29,39672.064159899375,30359.862908600924,48732.55626333731,850.5139342997938,0.0,9326.125380325739
2025-09-30,39736.584360429144,31286.073128128555,50075.622308350066,900.8357470981375,0.0,9297.317971283777
2025-10-01,39752.699079850194,31360.05505390552,49460.83728188662,931.3120381962666,0.0,9975.427099013852
2025-10-02,39818.94392402535,30853.147267503395,48351.754599913125,982.6877197339675,0.0,9436.553581497197
2025-10-03,39884.006997227414,31028.78579671578,48935.812216241524,1033.409557718196,0.0,9395.248602203052
2025-10-04,39949.15456871646,31272.76205962789,48989.210000927684,1083.6873431441616,0.0,9555.931700170753
2025-10-05,40094.171929310534,31196.892342355834,49066.67805777359,1133.5135328362355,0.0,9745.390569216612
2025-10-06,40164.862037966246,31445.632079116294,49193.96359102306,1183.4503742043967,0.0,9568.149218848894
2025-10-07,40235.97793126414,31281.907395360482,48752.28576536723,1233.1282838610068,0.0,9764.006682311556
2025-10-08,40259.79767137163,30656.933041844637,49270.56772828302,1262.9616380405146,0.0,9663.86282336171
2025-10-09,40334.54895137855,31180.417289610625,49316.646960317965,1313.6930516431412,0.0,9931.932193718922
