date,forecast_train_2022,ci_lower_2022,ci_upper_2022,forecast_train_2024,ci_lower_2024,ci_upper_2024
2025-10-10,40408.57361144404,31000.355771179442,49404.78321395853,1363.7667724671041,0.0,9895.830618558217
2025-10-11,40482.764207085354,31396.722643690882,49537.66150118749,1413.3896831407294,0.0,10639.146783421189
2025-10-12,40636.516843208316,32000.677279401,49455.24081198099,1462.5507257666989,0.0,9302.138664044192
2025-10-13,40715.242503349706,32247.864377248778,49701.84956054571,1511.8077767693467,0.0,9773.783696019538
2025-10-14,40793.312450094636,31578.951687230703,49077.70231769227,1560.7857585051363,0.0,10058.32289511195
2025-10-15,40822.646061004045,32035.922123133143,49835.78388667133,1589.8921648441842,0.0,10347.452297576148
2025-10-16,40901.147806017165,31981.871935021536,49276.44331509039,1639.8610986419994,0.0,10261.643951255672
2025-10-17,40976.883217963914,32050.364658437597,50796.002255366126,1689.1264696754279,0.0,9678.223862555988
2025-10-18,41050.52561938961,32300.155192589642,49712.905842824235,1737.8828674480185,0.0,10253.667119503249
2025-10-19,41201.31747679356,32904.54711065358,49845.77638203652,1786.1049445941753,0.0,10379.201724956556
2025-10-20,41274.588315862355,31814.211807815922,50059.875959006546,1834.3343568307641,0.0,9357.825693592462
2025-10-21,41344.7045340333,31942.510551848336,50091.55502517805,1882.1780611832696,0.0,10616.216991429896
2025-10-22,41363.65929938133,32819.728024238815,50357.68207428084,1910.0241605948554,0.0,10078.152024033016
2025-10-23,41429.509136903325,31906.437145641314,50276.915220117095,1958.5863986422803,0.0,10761.240665900214
2025-10-24,41490.54702343523,32845.22472148142,50865.893093796614,2006.2779529353961,0.0,10628.240068254005
2025-10-25,41547.74380038067,32821.46462162355,50023.77371681137,2053.2730353333127,0.0,11360.833058767743
2025-10-26,41680.70189720716,32373.11376248454,50772.39981306167,2099.5271218601565,0.0,10757.927398444135
2025-10-27,41735.16349430444,32597.633993337353,51185.680863339534,2145.5648388336426,0.0,10662.121640024929
2025-10-28,41785.94872467839,33077.99926192174,50811.00630920753,2190.979281112768,0.0,10238.680778758864
2025-10-29,41785.532427654485,32912.80540273805,50408.458660223354,2216.148918863571,0.0,11199.063372133656
2025-10-30,41832.466431826186,32957.26406517945,50386.21511267911,2261.78315968624,0.0,10987.775753368518
2025-10-31,41875.53760594718,32465.18320662469,50171.55329705065,2306.2971736204763,0.0,10065.080967372445
2025-11-01,41916.193933642324,33207.224166908905,50497.734158216575,2349.874445116348,0.0,10241.762212553218
2025-11-02,42034.48306775444,32708.45817979581,50720.702727366435,2392.487829204423,0.0,10729.116415173448
2025-11-03,42076.54595823542,33420.10837343215,51115.70969334385,2434.688092670193,0.0,11045.869535565786
2025-11-04,42117.54160688501,33529.132912450346,51241.485558306355,2476.1036720029124,0.0,10975.567573918841
2025-11-05,42110.21189071346,33403.382827484944,51245.751247489876,2497.157763660883,0.0,11548.698577470623
2025-11-06,42153.29382134726,32902.99070316251,50775.281798032665,2538.613777588202,0.0,11027.527823917282
2025-11-07,42195.66981880331,33023.97800028607,51040.4044960958,2578.949732199385,0.0,10800.068052636252
2025-11-08,42238.78853373058,32462.48758244282,51153.00405689159,2618.4200337100774,0.0,10949.034721139482
2025-11-09,42362.60088164678,33357.757134733576,51681.37314328222,2657.075405289041,0.0,10822.133901916044
2025-11-10,42413.054013130415,33187.783570757885,51214.17924593827,2695.5499456207954,0.0,10986.122215481531
2025-11-11,42465.01932072832,33462.17033962487,51213.41837927581,2733.559058822342,0.0,11318.651631267008
2025-11-12,42470.86338664433,33555.490361235345,51110.93052018593,2751.6143933139588,0.0,10785.81003439478
2025-11-13,42528.869115678135,33849.71704873572,52178.83556428341,2790.5668547006953,0.0,11489.515136674452
2025-11-14,42587.39742594966,33185.061001574184,51833.61956564701,2828.978316834731,0.0,11893.438493831723
2025-11-15,42647.32174774983,32531.21001057095,51955.62822726161,2867.18053113904,0.0,11561.950267279472
2025-11-16,42787.97963952077,33382.145952041865,51199.54192777033,2905.292067111974,0.0,11026.088451604946
2025-11-17,42854.683828982656,34436.631343824985,52484.89655262899,2944.0023399420124,0.0,11676.122869382725
2025-11-18,42921.668314054994,33981.63391872511,51912.99314342483,2983.06655068107,0.0,11703.322144418858
2025-11-19,42940.677924176984,33567.490903551996,52628.00694186527,3003.017765218723,0.0,11112.096322026111
2025-11-20,43009.40805976504,33921.51494441642,51791.55732701669,3044.7072885935677,0.0,11776.676368600913
2025-11-21,43075.68444721085,33979.823897529364,53003.59980503325,3086.6740506089795,0.0,11846.12982563864
2025-11-22,43139.9146315449,33841.37304461602,51751.72891958426,3129.2015922882774,0.0,11810.223224817268
2025-11-23,43281.055009727075,34918.20682048776,52380.48159042051,3172.3335704713595,0.0,11441.528847665386
2025-11-24,43344.135243507015,35311.713614909226,52454.83318896117,3216.6569130494117,0.0,12026.42734062364
2025-11-25,43403.21526830503,34268.12660779778,52622.69020561731,3261.7965164124676,0.0,11817.901515380956
2025-11-26,43409.982943950425,34945.256299537636,52808.79801173612,3288.1277645419223,0.0,11860.284631448074
2025-11-27,43462.19878459875,34117.84428197202,52446.00359225341,3336.3180643203727,0.0,12352.610523374295
2025-11-28,43507.87740803634,34366.4900157449,52972.41823504848,3384.6981339957106,0.0,11263.850370978078
2025-11-29,43547.73731912551,34937.882395457236,52054.53818048591,3433.3216367235846,0.0,11731.534377036762
2025-11-30,43661.162816915414,34720.42093845966,52775.74905928538,3481.984059236056,0.0,12066.214826431215
2025-12-01,43693.719946337005,34690.45143806229,52952.37444693562,3531.0099306704656,0.0,11714.632304624518
2025-12-02,43720.10188710848,33760.36742037751,52576.11336048264,3579.7522154405406,0.0,11954.656552668059
2025-12-03,43692.7120921702,33965.19490123206,53560.92490961686,3608.310082187841,0.0,12199.942608619147
2025-12-04,43710.09196328002,34949.4310788589,52997.76218510531,3657.0761473981506,0.0,11986.595212359403
2025-12-05,43721.08312921434,34717.818788749246,52995.89938611048,3704.113817688022,0.0,11971.335730383042
2025-12-06,43727.25643038884,34786.196628276455,53005.61886246915,3749.2231950101536,0.0,11886.600021324874
2025-12-07,43808.85193934084,34354.89248459437,52142.450318153606,3791.9663050766258,0.0,12642.596987593317
2025-12-08,43812.27251424456,34558.1631030662,53144.0115854345,3832.4605953455793,0.0,12721.989988152598
2025-12-09,43813.006875017025,35258.927763051346,53120.011579140184,3869.8843822881277,0.0,12675.300743213236
2025-12-10,43764.191115611284,35124.41582255089,52575.26265895493,3884.200294117883,0.0,11969.889178729538
2025-12-11,43765.016029150516,34956.948849416665,52785.22378585729,3915.7076539576187,0.0,12283.201923508013
2025-12-12,43764.87087175037,35678.057271799116,52891.47076027185,3942.4242801438804,0.0,11756.080434124984
2025-12-13,43765.75618495754,34788.86475949941,52299.01369652242,3964.156030928867,0.0,12210.133374133244
2025-12-14,43848.21046350885,34651.24902741462,53018.65722445375,3980.52473111557,0.0,12092.482191162984
2025-12-15,43858.7935510097,35277.37356607415,52780.54426693467,3991.763322086095,0.0,12102.753996417237
2025-12-16,43873.00305559086,35102.22265137097,52493.926072090595,3997.221831256637,0.0,12178.322837190715
2025-12-17,43843.832909873556,35769.24560494997,52955.8100020723,3977.090147534019,0.0,12197.172531478418
2025-12-18,43870.181564528684,34674.17511463291,52754.34259828234,3971.948514566888,0.0,12572.311067421331
2025-12-19,43901.000452140506,34053.042298593464,52414.60173059925,3960.146213471996,0.0,11998.187027679998
2025-12-20,43937.7152495461,34554.69498561614,53510.42383108795,3941.8667865029793,0.0,12341.34665175985
2025-12-21,44060.16453295506,34894.88768430029,53059.173899381145,3917.1504929799935,0.0,12426.874967074873
2025-12-22,44114.09842016923,36305.50411554968,53534.24702395385,3886.68292189566,0.0,11888.950120562225
2025-12-23,44174.11311523382,35659.557792755855,53129.59161655849,3850.293468200957,0.0,12677.61819694426
2025-12-24,44192.230024586184,34447.53038831585,52868.726324465206,3788.669796427125,0.0,11925.324962274573
2025-12-25,44266.32641225423,35529.76339870883,52951.27586651673,3742.8993640096737,0.0,12298.596401083465
2025-12-26,44344.30765660481,34799.95358408193,52652.45644165013,3691.838656773573,0.0,12277.394591562877
2025-12-27,44426.55302553752,35498.574791397856,53359.52244973338,3636.168685153455,0.0,12514.114554637816
2025-12-28,44591.87893260224,35927.18870862672,53005.29501677755,3576.4076415178265,0.0,11928.113173705764
2025-12-29,44685.06163305707,35602.19931636615,53683.850545152134,3513.6898592052544,0.0,11733.155150530027
2025-12-30,44779.79465363338,35951.88778614309,54142.931154354104,3448.2549985389114,0.0,12106.820730579044
2025-12-31,44827.2890340977,36133.23811859092,53095.22821164376,3361.1537985469427,0.0,11431.359703604096
